,index,Cycle,Party,Type,Catname,Amount,Amount,Amount
156,156,2008,D,PACs,Health care services,2000,3,0.333333333333
157,157,2008,D,PACs,Home care services,250,1,1.0
158,158,2008,D,PACs,Hospitals,7151,2,0.5
159,159,2008,D,PACs,Hotels & motels,1500,1,1.0
160,160,2008,D,PACs,IBEW (Intl Brotherhood of Electrical Workers),49950,21,0.047619047619
161,161,2008,D,PACs,Independent power generation & cogeneration,400,1,1.0
162,162,2008,D,PACs,Industrial/commercial equipment & materials,6500,3,0.333333333333
163,163,2008,D,PACs,"Insurance companies, brokers & agents",2000,1,1.0
164,164,2008,D,PACs,Internal Transfer and other non-contributions,209451,5,0.2
165,165,2008,D,PACs,Labor Unions,9917,4,0.25
166,166,2008,D,PACs,Life insurance,3500,2,0.5
167,167,2008,D,PACs,Liquor wholesalers,3500,3,0.333333333333
168,168,2008,D,PACs,Lobbyists & Public Relations,987,1,1.0
169,169,2008,D,PACs,Major (multinational) oil & gas producers,2500,1,1.0
170,170,2008,D,PACs,Manufacturing unions,27000,8,0.125
171,171,2008,D,PACs,Medical Devices & Supplies,2000,1,1.0
172,172,2008,D,PACs,Merchant marine & longshoremen unions,1000,1,1.0
173,173,2008,D,PACs,Military,2000,2,0.5
174,174,2008,D,PACs,Milk & dairy producers,2500,3,0.333333333333
175,175,2008,D,PACs,Mining unions,4500,3,0.333333333333
176,176,2008,D,PACs,Minority/Ethnic Groups,2885,2,0.5
177,177,2008,D,PACs,Miscellaneous retail stores,6,2,0.5
178,178,2008,D,PACs,Mortgage bankers and brokers,5800,3,0.333333333333
179,179,2008,D,PACs,"Motorcycles, snowmobiles & other motorized vehicle",1600,2,0.5
180,180,2008,D,PACs,Natural Gas transmission & distribution,500,1,1.0
181,181,2008,D,PACs,Non-Federal candidate committees,500,1,1.0
182,182,2008,D,PACs,Non-Profits,500,1,1.0
183,183,2008,D,PACs,Nurses,300,1,1.0
184,184,2008,D,PACs,Nursing homes,1000,1,1.0
185,185,2008,D,PACs,Optometrists & Ophthalmologists,3500,3,0.333333333333
186,186,2008,D,PACs,Other non-physician health practitioners,6000,5,0.2
187,187,2008,D,PACs,Other physician specialists,5000,5,0.2
188,188,2008,D,PACs,Other single-issue or ideological groups,4771,7,0.142857142857
189,189,2008,D,PACs,Other transportation unions,9000,4,0.25
190,190,2008,D,PACs,Outpatient health services (incl drug & alcohol),1500,1,1.0
191,191,2008,D,PACs,Payday lenders,1000,1,1.0
192,192,2008,D,PACs,Personal products manufacturing,1000,1,1.0
193,193,2008,D,PACs,Pharmaceutical manufacturing,7000,5,0.2
194,194,2008,D,PACs,Pharmaceutical wholesale,1000,1,1.0
195,195,2008,D,PACs,Physicians,9000,5,0.2
196,196,2008,D,PACs,"Plumbing, heating & air conditioning",2000,1,1.0
197,197,2008,D,PACs,Police & firefighters unions & associations,4000,4,0.25
198,198,2008,D,PACs,Power plant construction & equipment,1000,1,1.0
199,199,2008,D,PACs,Pro-Guns,1147,2,0.5
200,200,2008,D,PACs,Pro-Israel,6000,5,0.2
201,201,2008,D,PACs,Property & casualty insurance,6000,3,0.333333333333
202,202,2008,D,PACs,"Public works, industrial & commercial construction",1750,2,0.5
203,203,2008,D,PACs,Railroad unions,4150,6,0.166666666667
204,204,2008,D,PACs,Railroads,0,3,
205,205,2008,D,PACs,Real Estate developers & subdividers,1500,2,0.5
206,206,2008,D,PACs,Real estate agents,5000,1,1.0
207,207,2008,D,PACs,Republican Candidate Committees,2000,2,0.5
208,208,2008,D,PACs,Republican Party Committees,27800,3,0.333333333333
209,209,2008,D,PACs,Republican leadership PAC,1851,3,0.333333333333
210,210,2008,D,PACs,Republican/Conservative,60000,1,1.0
211,211,2008,D,PACs,Residential construction,3000,1,1.0
212,212,2008,D,PACs,Rural electric cooperatives,2000,1,1.0
213,213,2008,D,PACs,Savings banks & Savings and Loans,2000,1,1.0
214,214,2008,D,PACs,Sea freight & passenger services,500,1,1.0
215,215,2008,D,PACs,Search Engine/Email Services,1000,1,1.0
216,216,2008,D,PACs,Security brokers & investment companies,4500,2,0.5
217,217,2008,D,PACs,State & local govt employee unions,14000,5,0.2
218,218,2008,D,PACs,Steel,2500,1,1.0
219,219,2008,D,PACs,"Stone, clay, glass & concrete products",3000,1,1.0
220,220,2008,D,PACs,Sugar cane & sugar beets,300,1,1.0
221,221,2008,D,PACs,Teachers unions,17000,5,0.2
222,222,2008,D,PACs,Teamsters union,2099,7,0.142857142857
223,223,2008,D,PACs,Telephone utilities,2000,1,1.0
224,224,2008,D,PACs,Textiles & fabrics,-1000,1,1.0
225,225,2008,D,PACs,Title insurance & title abstract offices,200,1,1.0
226,226,2008,D,PACs,Transportation unions,6000,2,0.5
227,227,2008,D,PACs,Trial lawyers & law firms,8000,2,0.5
228,228,2008,D,PACs,Truck/Automotive parts & accessories,1000,1,1.0
229,229,2008,D,PACs,Trucking companies & services,1000,1,1.0
230,230,2008,D,PACs,US Postal Service unions & associations,7507,4,0.25
231,231,2008,D,PACs,Unknown,88,1,1.0
232,232,2008,D,PACs,Welfare & Social Work,1000,1,1.0
233,233,2008,D,PACs,Wine & distilled spirits manufacturing,14,1,1.0
234,234,2008,D,PACs,Women's issues,2116,5,0.2
