,index,Cycle,Party,Type,Catname,Amount,Amount,Amount
619,619,2012,D,PACs,Republican leadership PAC,2500,1,1.0
620,620,2012,D,PACs,Republican/Conservative,200,1,1.0
621,621,2012,D,PACs,Restaurants & drinking establishments,2000,1,1.0
622,622,2012,D,PACs,Retail trade,2500,1,1.0
623,623,2012,D,PACs,Savings banks & Savings and Loans,1000,1,1.0
624,624,2012,D,PACs,Sea freight & passenger services,2500,1,1.0
625,625,2012,D,PACs,State & local govt employee unions,14207,7,0.142857142857
626,626,2012,D,PACs,Teachers unions,11121,4,0.25
627,627,2012,D,PACs,Teamsters union,15000,6,0.166666666667
628,628,2012,D,PACs,Telephone utilities,1000,1,1.0
629,629,2012,D,PACs,Third-Party Candidate Committees,760,1,1.0
630,630,2012,D,PACs,Third-Party Party Committees,350,1,1.0
631,631,2012,D,PACs,Transportation unions,10000,2,0.5
632,632,2012,D,PACs,Trial lawyers & law firms,7500,5,0.2
633,633,2012,D,PACs,US Postal Service unions & associations,2000,2,0.5
634,634,2012,D,PACs,Waste management,1000,3,0.333333333333
635,635,2012,D,PACs,Women's issues,2985,6,0.166666666667
